This file was created by CMPT_ME_BEME_RETS using the 202006 CRSP database.
It contains value- and equal-weighted returns for the intersections of  2
ME portfolios and  3 D/P portfolios.   

The portfolios are constructed at the end of Jun.  ME is market cap at the end
of Jun.  D/P is the total dividends paid from July of t-1 to June of t per dollar of equity in June of t.
Firms with negative or zero
D/P are not included in any portfolio.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Value Weight Average Returns -- Monthly
               Small                 Big         
          Low     2    High    Low     2    High 
194803        8.54        8.95        8.29      171.25      101.55       55.46
194804        9.30        9.68        8.84      183.20      108.92       61.07
194805        9.55        9.88        9.07      189.31      113.06       63.02
194806       10.29       10.56        9.80      203.26      119.62       67.44
194807        9.74       10.49        9.44      183.26      123.77       63.28
194808        9.15        9.93        9.01      171.80      119.28       60.18
194809        9.04        9.81        8.97      171.29      119.35       60.65
194810        8.61        9.37        8.56      165.51      115.88       57.88
194811        9.13        9.75        8.86      177.47      120.95       60.51
194812        7.94        8.73        7.98      157.77      110.50       54.08
194901        8.06        8.63        7.78      163.93      112.30       54.69
194902        8.05        8.78        7.95      163.14      112.92       54.64
194903        7.61        8.46        7.48      157.35      109.23       52.63
194904        8.17        8.91        7.81      163.92      111.74       53.91
194905        7.99        8.63        7.55      161.25      109.46       52.21
194906        7.63        8.33        7.19      154.61      106.38       50.76
194907        6.36        7.78        7.34      166.25       91.18       49.27
194908        6.64        8.17        7.94      174.17       96.85       52.08
194909        6.77        8.40        8.13      178.20       98.33       52.41
194910        7.08        8.67        8.36      182.52      101.03       53.97
194911        7.41        8.93        8.66      187.34      104.60       55.82
194912        7.35        8.88        8.73      189.86      104.19       56.95
195001        7.82        9.29        9.23      197.86      109.52       59.86
195002        8.08        9.57        9.87      199.79      110.72       61.88
195003        8.23        9.56        9.97      201.70      111.56       61.70
195004        8.22        9.42        9.79      204.66      112.90       60.34
195005        8.67        9.85       10.35      210.95      118.07       63.62
195006        8.74       10.03       10.73      219.36      122.48       66.39
195007        9.01        9.49        9.23      164.86      144.75       93.03
195008        9.34        9.89        9.77      161.44      149.51       95.29
195009        9.81       10.32       10.24      168.73      154.42       99.15
195010       10.29       10.80       10.66      177.04      159.23      105.91
195011       10.32       10.75       10.61      176.35      159.19      105.57
195012       10.68       10.70       10.73      181.16      160.70      102.69
195101       11.44       11.47       11.36      188.49      169.56      106.63
195102       12.37       12.43       12.23      196.15      179.27      114.96
195103       12.35       12.43       12.31      198.12      181.22      115.29
195104       11.91       11.93       11.72      194.33      175.83      113.37
195105       12.60       12.37       12.18      205.30      183.92      117.83
195106       12.17       12.05       11.81      200.71      178.62      111.98
195107       10.55       10.48       11.82      228.92      116.09      134.45
195108       11.26       11.03       12.35      247.99      122.42      143.02
195109       11.85       11.53       12.86      254.35      127.70      150.55
195110       12.04       11.80       13.09      254.13      128.01      153.15
195111       11.59       11.39       12.92      247.60      125.37      150.13
195112       11.68       11.34       12.82      246.74      124.80      150.30
195201       11.84       11.36       12.67      257.29      127.64      152.02
195202       12.16       11.45       12.86      261.12      129.85      153.01
195203       11.75       11.18       12.57      252.42      125.63      148.12
195204       12.02       11.42       12.72      263.51      130.41      155.75
195205       11.37       10.95       12.10      248.61      125.31      148.51
195206       11.59       11.14       12.33      256.01      128.30      151.43
195207       12.49       12.80       11.64      239.32      201.32       81.64
195208       12.41       12.94       11.76      240.47      203.97       82.96
195209       12.49       12.89       11.76      235.90      201.96       82.53
195210       12.30       12.70       11.54      231.54      197.44       79.65
195211       12.02       12.46       11.30      229.13      197.41       78.23
195212       12.72       13.01       11.78      242.17      206.09       82.61
195301       12.92       13.18       11.80      248.55      211.46       85.47
195302       13.08       13.59       12.35      245.48      210.92       87.43
195303       13.25       13.81       12.49      243.54      209.20       86.12
195304       13.01       13.57       12.15      241.26      204.87       82.17
195305       12.66       13.30       11.86      234.28      199.91       80.14
195306       12.72       13.24       11.91      234.73      199.41       79.65
195307       11.59       12.44       11.84      221.36      203.02       96.74
195308       11.77       12.62       11.94      227.70      207.53       98.60
195309       11.00       12.08       11.25      217.94      196.97       90.70
195310       10.90       11.93       10.97      220.56      195.80       89.32
195311       11.41       12.32       11.22      231.07      205.01       94.73
195312       11.60       12.40       11.32      238.72      207.37       94.37
195401       11.44       12.27       10.92      239.78      206.75       91.29
195402       12.19       12.93       11.68      248.81      218.85       97.86
195403       12.30       13.08       11.75      251.71      221.17       97.82
195404       12.52       13.43       11.89      263.13      226.24      101.46
195405       12.69       13.67       11.91      277.64      235.57      106.61
195406       13.21       14.14       12.35      283.25      240.90      112.11
195407       12.96       13.45       13.19      288.61      245.39      109.19
195408       13.84       14.53       13.98      296.18      261.53      116.53
195409       13.78       14.40       13.89      285.55      255.20      111.46
195410       14.45       14.95       14.33      303.58      272.87      117.57
195411       14.44       14.84       14.20      296.40      268.80      117.15
195412       15.95       15.93       15.34      327.88      286.23      128.18
195501       17.19       17.22       16.62      341.03      300.07      142.27
195502       17.61       17.27       16.94      339.07      303.66      145.33
195503       18.32       17.94       17.65      350.41      308.15      149.20
195504       18.41       17.67       17.58      351.08      304.56      149.86
195505       18.62       18.07       17.86      365.31      313.32      153.59
195506       18.61       18.26       17.64      373.37      310.75      153.00
195507       18.93       21.15       18.38      462.41      320.72      131.18
195508       18.96       21.33       18.51      457.66      337.79      132.83
195509       18.97       21.16       18.63      462.19      333.28      135.78
195510       19.02       20.95       18.31      458.81      333.93      134.62
195511       18.79       20.67       18.19      443.58      326.31      133.84
195512       20.08       21.47       18.79      478.00      344.85      140.11
195601       20.47       22.02       18.86      491.63      343.92      142.52
195602       20.12       21.45       18.55      471.01      337.59      138.60
195603       20.69       22.21       18.93      492.75      346.71      141.28
195604       21.82       22.96       19.39      532.78      366.30      146.01
195605       22.31       23.06       19.45      541.20      362.74      148.79
195606       21.59       21.85       18.59      507.09      345.53      139.88
195607       19.05       21.88       19.76      548.05      323.03      169.15
195608       19.59       22.54       20.42      582.02      338.03      176.38
195609       19.08       22.21       20.05      552.92      331.53      174.17
195610       18.17       21.50       19.35      517.30      321.12      167.89
195611       18.46       21.62       19.41      522.25      322.01      168.20
195612       18.48       21.67       19.46      521.34      322.08      167.08
195701       19.15       22.35       19.37      548.60      328.16      169.82
195702       19.11       22.34       19.71      523.11      319.33      165.67
195703       18.45       21.61       19.19      512.95      310.65      160.05
195704       18.82       22.11       19.34      527.36      313.13      164.01
195705       19.23       22.69       19.67      556.60      324.18      166.91
195706       19.36       23.05       19.68      584.33      328.45      166.14
195707       19.23       22.67       19.81      615.37      314.58      171.97
195708       19.31       22.60       19.99      619.68      317.81      171.96
195709       17.96       21.50       19.03      580.15      307.03      161.70
195710       16.66       20.29       18.17      546.34      292.85      151.91
195711       15.07       18.97       17.07      523.91      282.91      143.91
195712       15.46       19.46       16.96      541.74      284.17      140.66
195801       14.77       18.50       15.84      519.32      276.35      131.10
195802       16.25       20.27       17.63      534.13      293.04      144.67
195803       15.94       20.24       17.53      518.77      291.42      140.94
195804       16.52       20.78       18.04      537.02      297.67      145.28
195805       17.07       21.25       18.53      550.74      309.47      151.27
195806       18.06       22.20       18.98      557.36      318.23      155.23
195807       21.19       21.61       19.71      581.99      331.38      171.33
195808       22.45       22.57       21.12      604.52      344.16      186.15
195809       22.80       23.25       21.49      614.74      346.85      189.90
195810       24.25       24.14       22.79      642.20      362.16      201.73
195811       25.13       24.74       23.29      658.11      371.19      206.64
195812       26.32       25.67       24.18      679.02      377.60      210.59
195901       26.79       26.51       24.96      714.68      398.49      217.82
195902       27.92       27.91       26.38      708.91      405.34      226.87
195903       29.10       28.99       27.04      711.43      408.15      232.27
195904       29.57       29.59       27.02      719.16      405.82      229.10
195905       30.35       30.44       27.82      748.13      420.25      237.22
195906       30.18       30.47       28.26      764.26      424.77      241.50
195907       31.54       30.97       27.18      699.81      548.11      254.05
195908       32.45       32.16       27.68      722.24      569.09      258.12
195909       31.38       31.86       27.37      706.21      564.80      253.13
195910       29.49       30.60       26.14      673.52      537.02      242.56
195911       30.25       31.60       26.27      691.14      540.44      243.88
195912       30.99       31.74       26.70      718.00      538.36      241.62
196001       32.15       32.39       26.70      738.03      553.98      244.35
196002       30.14       31.04       26.40      671.15      522.03      237.02
196003       30.44       31.04       26.62      681.18      526.44      234.92
196004       29.68       30.16       25.83      676.42      515.38      230.78
196005       29.24       29.51       25.64      665.31      506.22      229.40
196006       30.66       29.92       25.89      701.38      509.66      228.42
196007       29.46       29.93       27.06      625.10      521.17      335.41
196008       28.45       29.27       26.97      596.44      517.16      335.03
196009       29.47       30.21       27.37      608.17      535.59      340.71
196010       26.99       28.79       25.94      565.20      505.87      327.50
196011       25.47       28.27       25.52      558.61      507.64      326.06
196012       27.29       29.42       26.25      592.89      525.17      328.13
196101       28.25       30.55       26.51      616.92      553.34      343.21
196102       29.89       32.91       29.19      640.92      592.72      378.00
196103       32.31       34.87       30.74      663.11      612.24      379.88
196104       34.62       36.53       31.75      681.73      630.67      386.39
196105       34.71       37.33       31.72      678.76      633.32      395.63
196106       36.05       39.25       33.08      700.13      643.60      398.39
196107       34.93       37.97       32.68      663.74      617.86      493.97
196108       35.20       37.92       33.15      673.98      643.90      511.96
196109       35.42       38.09       33.41      701.76      658.76      509.84
196110       33.66       37.00       32.37      688.95      645.23      506.32
196111       33.77       38.15       32.55      711.70      658.28      523.15
196112       35.96       40.03       33.61      734.81      690.59      543.12
196201       35.49       40.22       33.49      720.09      694.19      555.53
196202       34.69       39.97       34.04      678.73      669.56      560.53
196203       34.72       40.22       34.58      684.90      686.58      563.25
196204       34.14       40.28       33.98      684.02      679.33      562.21
196205       30.71       37.88       32.01      627.17      643.41      533.29
196206       26.63       33.73       29.56      554.36      589.89      510.29
196207       28.40       29.26       27.51      677.06      453.87      351.58
196208       30.59       30.96       28.51      735.41      476.04      365.08
196209       31.88       31.93       28.75      746.20      486.09      367.21
196210       29.49       29.90       26.92      697.09      471.19      352.35
196211       28.31       29.12       26.42      700.45      474.23      353.53
196212       32.94       32.71       29.70      776.36      521.15      383.66
196301       31.94       32.53       28.82      785.07      532.54      385.99
196302       34.53       35.16       31.45      819.42      554.40      415.94
196303       33.54       34.48       31.26      796.41      540.60      404.34
196304       33.91       35.17       31.76      815.52      561.10      424.41
196305       35.16       36.74       32.79      856.38      588.01      447.29
196306       36.59       37.77       33.81      871.98      588.89      465.49
196307       26.20       29.22       23.93      659.62      683.79      442.10
196308       25.77       28.87       23.76      657.23      683.96      441.12
196309       27.32       29.92       24.46      694.54      713.63      464.86
196310       26.77       29.34       24.17      689.48      703.70      460.17
196311       27.47       29.67       24.41      713.66      713.46      489.61
196312       27.10       29.16       24.20      709.21      714.26      470.47
196401       26.98       29.46       24.05      733.93      729.17      472.14
196402       27.62       30.27       24.77      756.43      747.45      481.79
196403       28.15       30.93       25.49      769.79      757.93      485.43
196404       29.14       31.60       26.44      780.94      764.54      501.57
196405       28.97       31.14       26.42      776.18      772.90      507.68
196406       29.72       31.44       26.61      789.03      779.12      514.31
196407       28.82       33.28       23.22      917.31      636.44      557.58
196408       29.29       33.95       23.86      925.61      655.01      582.22
196409       29.34       33.79       23.72      905.64      643.48      584.08
196410       30.15       34.67       24.28      928.03      669.05      601.83
196411       30.51       35.28       24.68      923.84      682.42      603.68
196412       30.56       35.18       24.53      922.32      685.94      589.27
196501       30.18       34.93       24.16      929.86      683.27      591.27
196502       32.19       36.70       25.33      972.37      701.26      613.75
196503       33.42       38.35       25.91      986.78      691.48      608.00
196504       33.68       38.69       26.04      977.19      678.67      610.34
196505       35.15       40.81       27.08     1014.73      692.25      637.54
196506       35.03       40.32       26.55     1011.69      691.37      617.03
196507       28.97       30.87       26.10      808.52      742.43      561.95
196508       30.12       31.73       26.76      828.68      747.30      573.78
196509       32.49       33.25       27.39      859.17      756.14      585.97
196510       33.91       34.64       27.84      887.81      779.09      603.18
196511       36.03       36.63       29.08      913.48      793.04      631.08
196512       38.18       38.06       29.74      926.21      779.78      606.44
196601       39.76       39.08       30.61      939.16      785.39      614.36
196602       42.19       41.14       32.41      946.83      786.16      624.56
196603       43.41       42.18       32.89      939.97      765.62      609.33
196604       42.56       41.41       31.72      935.53      740.06      582.57
196605       45.47       43.49       32.76      968.35      754.14      575.19
196606       40.87       39.21       30.22      922.15      717.14      537.43
196607       33.17       35.54       33.30      786.92      714.62      731.42
196608       32.78       35.16       33.02      768.30      708.77      727.77
196609       28.83       31.54       30.23      705.09      655.49      671.59
196610       28.28       31.01       29.81      691.08      659.33      670.55
196611       27.59       31.08       29.97      707.62      708.93      701.48
196612       29.93       31.83       29.67      757.24      695.55      666.32
196701       31.10       31.89       29.73      752.91      701.38      668.30
196702       36.55       36.35       34.10      811.72      743.04      735.36
196703       38.03       37.15       34.27      835.46      740.06      718.67
196704       41.03       39.56       35.39      877.51      763.48      747.57
196705       43.11       40.23       36.34      936.98      785.88      775.30
196706       42.49       39.56       35.50      887.83      753.40      743.74
196707       41.04       42.95       39.50      816.34      843.83      786.91
196708       44.14       46.72       42.27      848.83      878.00      834.15
196709       43.42       47.18       42.59      838.97      872.53      830.16
196710       46.12       49.54       43.48      869.04      892.29      852.97
196711       44.81       48.65       41.97      878.08      850.08      812.23
196712       45.88       48.74       41.74      902.77      850.28      799.22
196801       50.54       51.20       42.64      924.73      877.21      821.46
196802       49.34       50.88       44.50      857.89      856.58      817.76
196803       46.15       48.78       43.43      823.35      829.23      798.69
196804       45.29       48.52       42.90      855.37      822.47      792.31
196805       53.70       53.89       47.16      956.01      874.62      841.76
196806       59.22       57.67       50.20      989.82      874.02      844.47
196807       54.54       55.92       63.46     1015.34      824.20     1003.50
196808       52.01       54.35       63.16      956.55      812.92     1011.88
196809       54.16       56.89       63.80      971.16      829.44     1018.09
196810       57.72       60.71       66.74      993.84      875.96     1057.87
196811       58.05       61.62       68.53      971.16      891.14     1090.45
196812       62.44       66.01       71.58     1034.37      936.96     1132.65
196901       61.68       65.20       71.04      982.68      899.46     1093.67
196902       61.28       64.17       70.87      962.81      893.99     1098.50
196903       55.78       59.47       65.68      918.79      840.02     1044.72
196904       58.16       60.79       65.71      956.60      871.29     1070.87
196905       59.15       61.38       65.40      987.34      884.96     1092.94
196906       59.84       61.27       65.16      982.42      885.36     1092.82
196907       53.37       50.66       57.41     1029.49      813.06      986.40
196908       47.21       45.50       53.80      976.96      749.31      930.79
196909       51.34       47.15       54.24     1048.57      783.68      942.15
196910       51.23       46.68       52.25     1039.62      751.74      908.42
196911       55.96       50.03       55.34     1104.11      787.30      940.38
196912       53.20       47.21       52.14     1080.02      754.26      897.73
197001       51.25       44.64       49.36     1084.10      739.68      866.64
197002       47.69       42.84       48.97      996.61      668.71      825.87
197003       49.31       44.18       51.01     1035.47      712.71      882.08
197004       47.87       43.68       51.63     1006.52      715.45      904.93
197005       38.89       38.19       47.25      895.04      646.28      841.01
197006       34.10       34.58       43.77      818.66      608.13      806.73
197007       33.00       30.65       32.76      810.11      657.47      598.70
197008       35.71       33.48       34.51      843.41      722.83      654.22
197009       37.69       35.11       36.77      877.29      748.77      691.36
197010       42.23       38.48       39.33      936.09      757.58      699.95
197011       40.30       36.63       37.55      929.34      740.51      692.34
197012       40.89       37.46       38.34      973.91      774.55      735.50
197101       44.85       41.04       42.13     1023.09      828.43      779.91
197102       49.09       45.95       46.25     1081.06      868.08      798.55
197103       51.17       47.07       47.16     1102.36      868.44      804.28
197104       55.32       49.57       49.30     1165.59      891.26      824.59
197105       57.63       51.23       51.00     1215.40      917.28      853.06
197106       55.43       48.67       48.19     1180.09      874.57      814.59
197107       52.09       51.20       49.41     1109.66      878.53      995.96
197108       49.54       49.06       48.06     1056.89      846.89      966.23
197109       51.62       51.16       49.60     1109.42      895.67      953.11
197110       51.82       50.72       48.41     1113.16      887.10      940.34
197111       48.46       48.38       46.45     1070.06      843.54      915.49
197112       47.27       46.80       45.40     1083.49      837.70      905.33
197201       52.92       52.20       49.04     1191.11      900.10      977.13
197202       57.05       55.28       52.22     1229.83      908.02      982.89
197203       60.12       57.00       52.33     1299.57      919.82      975.78
197204       60.52       57.01       52.21     1321.51      939.52      953.08
197205       61.11       58.00       52.03     1342.13      947.29      941.46
197206       60.68       56.86       50.91     1395.93      936.73      944.26
197207       56.09       48.06       55.33     1316.31      792.82     1037.71
197208       53.90       46.49       55.09     1337.43      780.40     1031.32
197209       53.48       47.48       56.35     1338.18      825.52     1102.26
197210       51.91       45.78       55.43     1338.33      806.77     1105.96
197211       50.01       44.99       56.40     1346.11      814.37     1128.13
197212       52.69       47.63       59.96     1369.02      870.04     1204.17
197301       52.55       46.97       59.18     1410.11      870.62     1195.79
197302       49.56       44.46       57.20     1395.23      825.33     1193.75
197303       44.44       41.21       54.98     1361.22      783.43     1129.85
197304       42.62       40.23       54.25     1348.62      772.21     1139.04
197305       38.81       38.21       52.57     1269.69      732.42     1133.42
197306       35.02       35.12       50.23     1262.57      716.04     1092.70
197307       32.97       32.01       34.02     1380.09      849.66      560.22
197308       37.88       35.91       35.55     1465.74      874.50      567.58
197309       36.09       33.77       33.96     1430.35      843.41      545.76
197310       39.56       37.87       36.26     1445.40      923.23      587.50
197311       39.79       37.20       35.77     1463.10      916.00      571.32
197312       31.00       29.70       31.00     1301.42      805.52      496.15
197401       30.34       29.15       30.18     1286.22      853.72      504.11
197402       32.65       32.52       33.09     1253.14      848.20      534.09
197403       32.46       32.82       33.59     1239.45      848.78      536.98
197404       32.69       32.54       33.28     1215.70      822.13      520.67
197405       30.69       31.40       31.57     1170.59      782.45      484.00
197406       28.12       29.14       28.81     1150.24      737.31      463.76
197407       20.77       23.04       23.10      945.77      550.36      468.00
197408       19.46       22.13       22.51      846.48      527.33      450.74
197409       17.58       20.13       20.74      760.35      478.92      417.37
197410       15.81       18.74       19.50      646.19      441.69      393.24
197411       17.72       20.03       20.49      786.78      511.71      417.05
197412       16.62       18.97       19.61      752.02      485.62      399.71
197501       15.46       17.89       18.34      719.79      486.48      392.10
197502       19.35       22.11       22.96      792.10      549.98      474.05
197503       20.40       22.82       23.14      865.94      559.34      476.13
197504       21.80       24.06       23.92      891.76      573.96      476.27
197505       23.04       24.77       24.04      940.94      602.34      476.42
197506       25.10       25.92       24.82      988.97      622.67      506.65
197507       27.77       27.46       27.43     1088.25      640.99      711.02
197508       26.69       26.80       27.01      993.31      611.96      680.83
197509       25.26       25.48       25.98      964.96      596.67      663.73
197510       23.93       24.72       25.21      917.12      578.19      648.55
197511       24.44       25.35       25.71      978.56      609.59      683.56
197512       24.77       26.01       26.31     1006.27      624.68      700.18
197601       24.35       25.72       25.81      978.37      622.18      701.77
197602       28.82       30.16       29.68     1094.71      699.77      781.82
197603       31.54       32.29       31.15     1067.08      710.69      777.75
197604       31.65       32.82       31.40     1096.95      725.89      796.37
197605       31.00       32.62       31.48     1069.59      724.29      803.74
197606       30.32       31.77       30.88     1050.53      726.44      779.39
197607       31.20       30.49       32.12     1131.59      825.86      800.94
197608       30.56       30.72       32.82     1114.39      816.77      809.36
197609       29.85       30.42       32.67     1104.32      804.41      826.79
197610       30.88       31.01       33.34     1124.31      825.49      847.36
197611       30.09       30.53       32.92     1089.54      807.34      842.97
197612       31.22       31.44       33.71     1073.87      803.18      855.39
197701       33.72       34.23       36.43     1117.43      860.12      904.55
197702       34.20       34.54       37.28     1033.28      826.06      905.96
197703       33.89       34.53       36.91     1009.17      809.51      884.04
197704       34.24       34.51       36.86      993.30      798.42      874.06
197705       34.52       35.30       37.09      975.58      808.22      891.32
197706       34.32       35.30       37.04      948.64      789.13      890.75
197707       34.96       35.61       36.10      727.24      952.69     1106.80
197708       34.82       36.02       36.56      715.91      936.78     1095.48
197709       34.68       35.85       36.00      716.83      920.27     1049.60
197710       35.54       36.06       36.03      716.75      907.90     1062.83
197711       34.22       35.44       35.71      682.33      871.39     1021.84
197712       37.37       37.77       37.11      722.85      901.44     1031.64
197801       38.33       38.03       36.84      727.72      902.04     1036.32
197802       36.43       36.94       36.28      673.58      844.48      986.71
197803       37.40       37.21       36.46      655.05      820.24      977.31
197804       39.99       39.38       37.41      674.41      837.54     1002.76
197805       43.87       42.36       39.02      754.20      925.50     1036.50
197806       47.12       44.61       39.76      777.55      937.21     1020.37
197807       39.82       44.34       46.84      677.90      948.18     1117.22
197808       42.70       46.42       48.20      729.05     1010.61     1154.06
197809       46.50       49.79       50.73      762.34     1041.42     1173.66
197810       45.54       49.19       50.93      745.87     1021.95     1187.74
197811       35.60       40.71       44.64      653.70      922.16     1092.90
197812       38.45       42.31       45.13      678.75      938.34     1108.71
197901       39.41       42.05       44.89      696.72      958.31     1105.55
197902       42.43       45.24       47.42      715.93     1005.56     1163.63
197903       41.09       43.93       46.69      678.40      966.93     1130.63
197904       45.12       47.25       48.65      723.29     1027.33     1180.08
197905       46.39       48.40       48.87      729.21     1036.58     1178.05
197906       45.41       47.51       48.63      713.20     1013.39     1150.53
197907       46.26       47.21       48.92      777.38     1066.08     1195.37
197908       47.23       48.66       50.71      801.95     1073.26     1205.95
197909       51.28       52.07       53.24      868.85     1133.93     1238.64
197910       51.34       51.50       52.11      878.45     1131.89     1227.09
197911       46.00       46.06       46.91      826.48     1047.80     1142.93
197912       50.79       48.20       48.78      904.51     1100.42     1163.59
198001       54.35       50.42       49.90      953.33     1132.14     1147.66
198002       58.30       53.67       51.82     1030.98     1199.87     1184.23
198003       57.59       52.05       49.16     1022.36     1195.31     1160.06
198004       46.24       43.39       42.53      890.83     1064.00     1067.94
198005       48.99       45.61       45.25      931.35     1103.36     1135.86
198006       53.27       48.89       48.66      983.05     1159.71     1186.45
198007       49.77       50.82       52.23     1011.14     1291.24     1181.44
198008       55.97       55.72       54.80     1092.54     1378.64     1217.95
198009       59.54       58.01       55.47     1128.02     1378.07     1221.17
198010       61.92       59.63       55.64     1217.70     1402.42     1201.63
198011       64.47       60.38       55.67     1275.76     1413.11     1192.74
198012       70.34       62.60       56.16     1501.44     1558.01     1196.07
198101       67.38       61.54       55.59     1420.91     1511.56     1194.33
198102       65.88       61.46       57.11     1293.38     1448.32     1213.98
198103       65.77       62.77       57.14     1304.14     1481.63     1213.63
198104       71.35       67.49       60.24     1361.45     1530.99     1259.74
198105       73.80       69.81       61.60     1304.70     1508.68     1275.16
198106       75.71       70.66       62.03     1301.25     1495.43     1287.87
198107       70.81       71.16       65.88     1038.82     1506.53     1652.46
198108       68.51       69.91       64.88     1055.53     1507.73     1634.23
198109       62.72       66.08       62.28      965.95     1408.43     1565.84
198110       56.81       61.90       59.51      893.35     1296.53     1520.13
198111       61.41       65.60       62.75      993.52     1352.15     1562.11
198112       63.22       68.99       65.75     1020.96     1421.88     1619.53
198201       62.04       68.32       64.77      980.16     1382.29     1583.86
198202       58.93       65.47       64.54      944.11     1327.35     1590.41
198203       55.61       62.89       63.58      860.76     1228.46     1538.02
198204       54.86       62.55       64.05      840.69     1208.96     1537.88
198205       58.21       65.59       66.42      888.36     1262.59     1566.55
198206       56.36       64.10       64.48      841.47     1224.91     1513.26
198207       51.61       61.69       62.06      838.95     1332.04     1309.47
198208       51.09       60.77       61.30      828.07     1313.70     1263.71
198209       55.08       65.53       66.11      923.95     1462.65     1410.03
198210       57.08       68.66       69.08      942.83     1493.00     1408.57
198211       65.23       76.92       76.21     1063.89     1672.90     1520.15
198212       71.85       82.97       80.63     1125.06     1742.88     1530.60
198301       73.24       82.88       80.83     1134.00     1777.94     1552.63
198302       77.55       86.72       84.39     1161.81     1818.02     1632.35
198303       82.30       91.69       88.28     1206.23     1861.09     1643.17
198304       87.44       96.55       92.24     1243.96     1923.71     1683.23
198305       94.22      103.81       97.70     1310.86     2080.20     1806.69
198306      100.10      108.98      100.46     1339.02     2038.55     1797.66
198307       99.34      107.88      110.07     1275.26     2073.85     2202.47
198308       96.58      107.20      112.50     1211.45     1995.00     2175.86
198309       91.82      105.19      112.35     1194.56     1990.07     2246.45
198310       93.51      108.14      118.17     1199.19     2048.07     2258.04
198311       87.19      104.53      117.20     1131.75     2027.82     2250.55
198312       91.63      108.93      121.04     1176.56     2059.84     2276.22
198401       90.51      109.33      120.68     1158.43     2054.44     2242.15
198402       87.00      108.91      120.68     1094.61     1993.29     2294.36
198403       81.51      103.77      116.19     1026.07     1899.21     2233.13
198404       82.02      106.01      116.33     1051.86     1931.36     2225.24
198405       82.11      107.09      116.08     1053.85     1931.62     2252.76
198406       77.20      101.36      110.76      985.26     1819.54     2084.44
198407       85.42      101.01      100.79     1117.48     1811.29     1933.46
198408       82.40       98.42       99.79     1085.07     1786.47     1890.48
198409       92.37      108.46      107.05     1225.77     1976.57     2081.88
198410       92.18      109.50      109.98     1162.08     1961.62     2133.69
198411       90.52      108.95      112.63     1150.95     2000.45     2120.25
198412       88.75      108.41      114.10     1111.52     1984.20     2110.75
198501       89.56      111.02      117.07     1145.43     2021.07     2153.19
198502      100.81      120.98      125.57     1280.61     2185.62     2270.48
198503      103.23      123.72      127.23     1289.65     2214.84     2307.51
198504      101.29      122.54      128.46     1283.05     2197.85     2329.19
198505      100.14      121.53      131.80     1254.62     2170.59     2377.20
198506      105.22      125.71      136.23     1351.83     2237.20     2483.95
198507       98.24      116.28      109.00     1344.44     2084.02     2755.09
198508      100.83      119.19      109.24     1346.27     2102.28     2697.78
198509       99.45      119.84      109.36     1336.34     2059.23     2697.31
198510       94.13      114.96      106.19     1251.99     1999.81     2600.88
198511       97.64      119.25      108.37     1305.11     2069.31     2737.19
198512      103.70      126.66      113.61     1405.86     2246.95     2857.52
198601      107.90      130.83      117.77     1463.31     2358.42     2972.85
198602      110.99      132.75      118.12     1491.61     2382.66     2960.05
198603      119.20      142.40      124.17     1619.41     2573.52     3137.22
198604      125.26      148.96      130.30     1713.55     2748.36     3307.03
198605      126.96      149.23      132.19     1701.75     2718.51     3243.33
198606      131.66      155.85      136.38     1788.12     2860.88     3390.95
198607      131.27      139.75      130.93     1859.91     2919.23     3091.58
198608      120.38      131.10      125.24     1731.18     2730.58     3009.04
198609      123.56      134.84      129.95     1817.34     2883.60     3289.41
198610      115.93      126.67      123.76     1621.38     2644.84     3061.49
198611      119.06      129.03      127.19     1734.66     2783.46     3206.15
198612      119.69      127.87      127.05     1766.85     2831.85     3261.51
198701      116.51      124.08      123.58     1737.17     2750.48     3163.77
198702      129.46      136.10      133.22     1970.96     3126.88     3506.66
198703      138.78      143.61      136.22     2143.84     3291.63     3473.83
198704      141.53      146.45      138.14     2157.33     3355.25     3610.84
198705      136.47      141.35      133.10     2110.44     3293.08     3570.52
198706      134.46      140.03      130.93     2153.15     3295.10     3576.43
198707      128.66      147.55      139.67     2346.21     3637.51     3582.31
198708      132.37      153.48      142.48     2513.20     3817.25     3655.21
198709      135.75      159.66      146.69     2634.23     3949.48     3779.79
198710      130.89      157.88      142.80     2589.64     3855.34     3675.26
198711       91.20      115.70      116.30     1937.78     2976.10     3112.87
198712       87.44      110.10      113.21     1772.67     2728.78     2879.59
198801       92.73      117.38      115.44     1939.83     2939.41     2980.28
198802       96.11      123.32      120.91     1954.03     3048.67     3251.60
198803      104.41      131.54      126.37     2089.05     3206.41     3308.97
198804      108.96      135.35      126.02     2041.49     3111.53     3211.92
198805      108.92      136.46      127.88     2043.52     3130.74     3250.86
198806      107.98      134.10      126.08     2037.80     3146.05     3297.99
198807      117.61      120.61      112.20     2009.99     3096.13     3424.14
198808      116.86      120.58      111.50     1940.33     3058.11     3455.31
198809      112.76      117.42      109.46     1860.33     2956.33     3386.26
198810      116.11      120.84      111.42     1956.57     3083.54     3473.82
198811      115.53      120.68      112.20     1965.44     3151.94     3571.35
198812      113.11      116.42      110.38     1910.22     3034.53     3538.06
198901      115.56      119.80      109.84     1980.29     3083.76     3558.82
