This file was created by CMPT_ME_PRIOR_RETS using the 202006 CRSP database.
It contains value- weighted returns for the intersections of  2 ME portfolios
and  3 prior return portfolios.

The portfolios are constructed monthly.  ME is market cap at the end of the
previous month.  PRIOR_RET is from - 1 to - 1.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
               Small                 Big         
          Low     2    High    Low     2    High 
196410   2.71   1.57   0.07   0.02   1.49   0.18
196411  -0.47   0.49  -0.22   0.19  -0.02   1.43
196412  -0.91  -1.14  -0.48   1.68   0.03  -0.29
196501   7.70   6.93   4.75   5.70   3.88   2.70
196502   3.95   3.95   2.93   0.24   0.06   2.40
196503   2.03   1.54   0.29  -1.06  -0.88  -2.18
196504   4.96   4.14   4.21   3.36   3.33   3.27
196505  -1.44  -0.61  -0.87  -1.01   0.58  -1.96
196506  -9.15  -7.75 -10.37  -5.79  -4.03  -5.32
196507   4.09   2.93   2.15   4.13   2.04   0.99
196508   5.79   4.30   5.71   2.09   2.82   4.88
196509   2.33   3.63   4.01   2.64   3.43   3.67
196510   6.39   5.38   6.67   2.01   1.92   4.22
196511   3.29   4.13   5.61  -0.18  -0.52   2.07
196512   7.23   3.83   2.79   1.93   0.41   0.68
196601   7.17   5.74   4.84   0.48   0.53   1.75
196602   2.74   1.75   4.04  -1.88  -1.75   2.22
196603  -2.25  -2.79  -1.87  -1.01  -3.31  -0.88
196604   5.78   3.65   5.29   1.48   1.36   3.92
196605  -6.19  -8.53 -11.76  -4.57  -4.54  -5.80
196606   0.44   0.17  -1.53   1.52  -1.26  -1.62
196607  -0.96  -2.01  -1.57  -0.20  -1.38  -2.07
196608 -10.83  -9.36 -10.91  -7.42  -6.84  -7.99
196609  -1.46  -1.76  -1.74   0.53  -0.18  -1.32
196610  -2.34  -0.10  -2.34   2.32   5.55   5.26
196611   8.84   2.30   2.84  11.56   1.87  -0.58
196612   1.73   1.84   2.46   1.51  -0.56   0.22
196701  20.41  15.85  15.85   8.96   7.93   6.42
196702   4.49   3.89   3.03   1.63  -0.04   0.62
196703   8.77   5.38   5.61   5.24   3.25   4.72
196704   4.57   3.40   4.13   5.40   3.63   4.88
196705  -0.78  -1.09  -1.74  -3.09  -3.61  -5.74
196706   9.39   7.13   9.02   1.74   1.84   4.27
196707   7.92   9.74   7.36   5.33   3.62   5.70
196708   0.07   1.13  -0.73  -0.32  -0.87  -0.84
196709   5.59   5.93   6.25   2.99   3.08   3.56
196710  -2.57  -3.16  -2.04  -4.11  -3.72   0.15
196711   0.64   0.26   0.69   1.53   0.18   0.98
196712   9.00   7.49  11.54   4.90   2.22   2.63
196801   2.40   1.83  -0.35  -1.79  -4.83  -6.96
196802  -6.85  -5.07  -5.48  -3.67  -2.55  -3.42
196803  -1.38  -0.74  -1.07   3.10   0.75  -0.22
196804  16.28  13.85  15.77   8.42   7.81  10.24
196805   7.08   9.08   9.71   1.07   2.50   2.39
196806   3.69   1.78  -0.73   2.32   0.55  -0.75
196807  -3.84  -2.55  -3.02  -3.55  -1.67  -1.97
196808   4.48   3.40   3.19   1.55   1.68   1.35
196809   6.29   7.16   7.18   5.84   3.29   5.15
196810   1.32   0.87  -0.19   0.16   2.02  -0.99
196811   8.90   7.57   7.27   7.91   5.50   2.85
196812   1.23  -0.14  -1.47  -3.38  -3.78  -5.39
196901   0.66  -0.92  -1.59   0.54  -1.41  -2.01
196902  -8.66  -8.16  -9.97  -3.60  -4.33  -7.10
196903   3.31   1.28   1.66   2.49   3.12   3.46
196904  -0.01  -0.75   1.82   1.89   2.65   2.06
196905   0.57  -0.45  -0.62   0.86   1.39  -0.84
196906 -12.95 -10.27 -13.04  -7.71  -4.01  -7.36
196907 -10.72  -9.33  -8.53  -6.84  -6.96  -5.34
196908   8.19   4.89   4.33   6.72   5.38   3.97
196909  -1.56  -2.38  -0.93  -1.17  -2.61  -3.00
196910  10.51   7.41   8.72   3.67   5.30   6.56
196911  -5.19  -5.31  -6.09  -2.90  -2.64  -4.31
196912  -8.90  -5.69  -3.89  -2.25  -1.45  -1.18
197001  -4.31  -5.09  -6.93 -10.84  -6.87  -7.88
197002   4.95   3.88   2.16   7.14   5.67   4.60
197003  -2.69  -1.67  -3.78   0.24  -0.60   0.05
197004 -19.86 -14.74 -15.00 -12.59  -9.64  -8.49
197005 -10.83  -9.57  -9.09  -9.45  -7.15  -4.68
197006  -8.57  -7.94  -8.54  -5.02  -4.96  -4.74
197007   9.06   6.84   3.88   9.76   7.95   6.29
197008   8.80   6.31   5.38   5.11   4.36   5.60
197009  14.41  11.53  13.42   4.90   3.31   4.79
197010  -1.13  -3.74  -9.40  -0.53  -1.28  -6.04
197011   0.02   1.73   2.34   5.99   6.01   4.71
197012   9.86   9.27   7.87   7.87   6.15   4.87
197101  14.68  11.61   9.56   4.77   4.15   5.89
197102   6.19   3.78   3.42   2.10   0.72   1.33
197103   6.98   6.45   4.93   3.30   4.53   4.93
197104   3.14   3.46   2.38   4.04   3.57   2.98
197105  -5.01  -5.50  -5.23  -3.08  -3.35  -3.97
197106  -1.59  -1.42  -1.77  -0.73   0.45   1.23
197107  -4.88  -4.15  -7.32  -4.21  -3.51  -4.69
197108   7.02   3.56   3.08   9.20   3.81   2.22
197109  -0.86  -0.46  -0.38  -0.40   0.04  -1.53
197110  -6.57  -5.28  -6.19  -5.67  -3.46  -3.59
197111  -2.98  -3.39  -2.67  -1.19   0.58   0.15
197112  14.92  11.40  11.62  12.15   8.85   8.02
197201   9.70   8.03   9.12   2.16   1.98   3.33
197202   4.11   3.76   2.96   2.88   2.94   4.09
197203   1.22   0.22  -0.30   2.02   0.82   0.62
197204   0.72   0.76  -0.19   0.13   0.67   0.68
197205  -3.05  -2.00  -2.24   0.64   2.58   1.93
197206  -4.11  -3.51  -3.20  -3.36  -3.04  -0.88
197207  -4.10  -2.88  -3.45  -2.63  -0.31   1.23
197208   0.51   1.49   1.60   4.24   5.86   1.88
197209  -2.68  -2.93  -3.85   0.30  -0.30  -1.42
197210  -1.78  -0.89  -1.76   1.02  -0.02   2.40
197211   7.57   5.46   3.72   6.85   4.73   4.01
197212  -0.36  -1.24  -3.61   3.40   0.76  -1.09
197301  -4.71  -5.07  -6.81  -6.40  -2.67  -1.53
197302  -9.31  -8.09  -7.00  -5.88  -3.34  -3.77
197303  -2.82  -3.82  -3.08  -0.10  -0.59  -0.71
197304  -8.96  -6.40  -8.66  -5.40  -5.03  -4.38
197305  -9.03  -8.48  -7.83  -2.91  -1.17  -2.07
197306  -3.16  -4.55  -4.79  -1.90  -0.67  -0.58
197307  18.07   9.04   7.76  12.53   4.50   3.72
197308  -2.52  -3.90  -6.96  -3.10  -3.10  -2.20
197309  10.63   8.24   7.76   7.21   3.76   6.82
197310   0.95  -0.29  -2.10   0.47  -1.06  -0.10
197311 -20.40 -16.91 -17.17 -14.66 -11.84  -8.69
197312  -2.84  -3.22  -1.95   2.71   2.15   1.07
197401  17.13   9.31   5.29   2.88   0.98  -3.61
197402   1.02   0.43  -1.14  -0.52   1.49   0.13
197403   1.57   0.23  -1.71  -0.33  -2.41  -5.09
197404  -6.39  -5.43  -6.26  -5.89  -4.37  -3.36
197405  -8.97  -7.65  -7.06  -6.24  -3.26  -2.38
197406  -3.21  -3.58  -3.24  -3.84  -1.77  -1.87
197407  -4.69  -4.94  -5.43  -6.49  -8.01  -7.58
197408  -6.58  -8.81  -8.66  -8.00  -8.99 -10.07
197409  -6.17  -8.67  -9.79  -7.89 -12.55 -10.91
197410  15.30   7.85   6.08  22.66  14.82  14.26
197411  -4.19  -4.97  -5.81  -5.21  -4.84  -2.98
197412  -6.54  -6.60  -6.69  -3.68  -1.72  -2.82
197501  36.01  27.25  18.69  22.50  13.50  10.30
197502   7.24   4.75   1.85   7.73   3.16   3.79
197503  10.01   6.00   4.80   4.52   2.05   2.60
197504   4.79   4.62   1.91   3.66   4.67   7.46
197505   8.55   6.50   7.16  10.40   5.09   3.88
197506   8.10   7.82   4.26   6.96   4.73   4.31
197507  -1.04  -1.78  -5.01  -7.75  -5.95  -6.17
197508  -4.37  -4.92  -5.46  -2.20  -1.90  -2.47
197509  -3.65  -3.48  -3.82  -4.87  -3.30  -3.84
197510   2.96   1.43   2.22   7.81   6.02   5.40
197511   1.57   2.24   2.36   0.54   2.34   4.81
197512   0.64  -0.86  -2.23   1.31  -1.49  -2.33
197601  21.19  17.45  16.34  12.14  12.18  11.34
197602   8.96   7.82   9.65  -1.26   0.30   2.98
197603   4.20   1.28  -0.21   4.37   1.02   0.18
197604  -0.16  -0.48  -2.44   0.11  -0.76  -1.79
197605  -2.04  -1.62  -1.55  -1.79  -0.67  -0.65
197606   4.53   2.73   3.14   5.37   3.87   5.44
197607   0.70   1.22  -1.32  -0.86   0.08  -2.16
197608  -2.96  -1.48  -1.46  -1.24   0.34   1.21
197609   2.63   2.69   3.03   1.52   2.81   2.15
197610  -1.93  -1.23  -2.65  -1.09  -2.10  -2.73
197611   4.78   3.28   2.99   1.07  -0.63   1.67
197612  13.00   9.06   7.56   6.98   4.95   4.51
197701   3.41   3.15   0.34  -5.31  -3.64  -3.43
197702   0.03  -0.13  -1.02  -1.69  -1.40  -3.40
197703   1.37   1.15  -0.34  -0.52  -1.67  -0.70
197704   1.32   2.00   1.36  -0.29   0.29   2.10
197705   0.05   0.58  -0.71  -2.16  -0.67  -0.81
197706   6.82   5.27   6.77   5.14   4.85   5.02
197707   1.44   0.85  -1.22  -2.40  -0.88  -1.83
197708  -0.95  -1.11   0.22  -1.69  -1.20  -1.52
197709   1.92   0.80   1.29   0.28   0.54  -0.81
197710  -1.80  -2.68  -3.03  -2.95  -3.90  -5.21
197711  10.05   7.29   6.25   4.55   3.68   4.10
197712   2.03   1.69   2.04   0.92   0.20   1.23
197801  -1.61  -2.31  -3.36  -5.50  -6.03  -5.99
197802   3.11   2.78   1.68  -1.44  -1.04  -2.51
197803   7.02   5.50   6.64   2.31   3.26   3.31
197804   7.26   8.12   8.04   9.41   7.94   8.26
197805   6.37   5.56   6.44   1.46   2.26   1.36
197806   2.07   0.54  -0.91  -1.11  -1.88  -0.88
197807   7.34   4.72   5.51   5.69   5.55   5.67
197808   8.63   7.64   8.18   4.91   3.18   3.49
197809   1.35  -0.26  -2.92  -0.10  -0.58  -3.18
197810 -21.75 -16.98 -19.21 -10.25 -10.18  -9.25
197811  11.18   3.88   0.36   9.74   4.31   2.24
197812   2.45   2.06   1.72   0.68   1.83   2.10
197901  12.47   8.17   6.68   8.04   4.07   2.81
197902  -1.47  -1.77  -3.40  -2.51  -3.30  -3.18
197903  11.02   8.46   8.56   6.56   5.75   6.20
197904   2.83   2.65   2.53  -1.10   1.43  -0.10
197905  -1.05  -1.11  -2.01  -0.39  -1.75  -1.89
197906   6.66   4.70   5.34   6.23   3.44   5.14
197907   3.48   3.57   1.21   0.31   2.11   1.36
197908   8.22   8.14   6.83   5.98   6.22   5.77
197909  -0.51  -0.31  -0.39  -1.63   0.52   1.40
197910 -11.28 -10.18  -9.98  -7.92  -7.47  -5.34
197911   9.35   7.35   6.77   6.21   5.89   6.07
197912   5.65   5.55   7.57   3.00   0.87   4.92
198001   7.44   7.49   8.77   4.55   5.40  10.03
198002  -2.64  -2.51  -1.20  -3.72  -2.13   4.80
198003 -14.21 -15.47 -20.69  -4.83  -8.27 -15.14
198004   7.92   5.01   5.47   5.87   4.28   5.58
198005   9.59   8.45   6.55   7.25   5.43   4.56
198006   6.03   4.38   3.47   4.66   2.71   2.86
198007  12.59   9.32   8.55   7.98   5.92   6.20
198008   5.24   5.37   7.22   2.62   1.03   2.60
198009   4.04   3.62   3.09   1.43   2.97   5.25
198010   3.71   4.08   4.06  -0.51   1.96   3.13
198011   5.00   4.78  10.79   4.61   9.59  18.49
198012  -1.36  -2.03  -5.12   2.04  -0.02  -6.99
198101  -0.65   0.00  -0.72  -7.77  -2.75  -3.18
198102  -0.74   1.78   0.99   0.10   3.19   2.88
198103   7.97   7.44   7.06   6.09   3.54   3.83
198104   2.49   3.20   3.53  -1.81  -2.42   0.13
198105   2.41   2.49   4.36  -1.17   0.97   4.27
198106  -0.80   0.11  -4.82   1.91  -1.01  -3.57
198107  -1.65  -2.12  -3.00  -0.89  -0.48   1.62
198108  -8.62  -6.27  -7.39  -5.83  -5.05  -5.75
198109  -8.33  -7.47  -7.61  -5.94  -6.36  -4.33
198110  10.13   7.36   6.52  10.76   4.10   5.03
198111   3.64   4.61   1.37   6.86   3.56   3.94
198112  -1.38  -1.19  -2.46  -1.46  -2.99  -3.62
198201  -2.94  -3.21  -3.87  -3.99  -2.02  -0.61
198202  -6.41  -3.85  -3.70  -8.90  -4.36  -2.97
198203  -2.08  -1.05  -0.73  -2.19  -0.53   0.18
198204   6.07   5.68   4.86   5.81   3.90   3.70
198205  -2.42  -1.84  -4.44  -1.58  -3.18  -3.42
198206  -2.78  -3.75  -3.34  -3.01  -0.95  -2.77
198207  -2.37  -1.12  -0.50  -5.47  -1.34  -1.53
198208   9.28   7.46   7.85  12.62  13.01  11.82
198209   5.21   4.43   0.91   3.98   1.78  -0.29
198210  15.54  13.53  13.38  14.71  10.29  11.10
198211   8.10   8.87   9.36   1.36   4.88   9.05
198212   2.17   1.97   0.17   3.39   1.35  -2.16
198301   9.83   6.31   7.00   4.58   5.16   1.13
198302   6.13   5.81   3.83   4.48   2.71   1.39
198303   4.89   4.72   3.89   3.22   3.24   3.48
198304   7.52   7.65   7.31   6.46   7.60   7.69
198305   8.33   7.30   5.89   2.47  -0.21  -0.56
198306   4.03   5.05   3.28   4.25   2.38   4.61
198307  -1.34  -1.68  -4.24  -2.79  -3.47  -3.92
198308  -4.47  -2.83  -3.17   0.82   1.34   0.70
198309   1.49   1.75   1.22   3.75   3.60  -0.65
198310  -8.06  -4.56  -6.60  -3.21  -1.45  -1.29
198311   6.03   3.68   2.46   7.40   1.98   1.22
198312  -1.22  -0.90  -3.50   0.11  -1.35  -1.42
198401  -1.14  -0.75  -2.36  -1.13  -0.92  -1.22
198402  -5.91  -5.64  -5.50  -4.82  -5.24  -1.20
198403   0.85   0.94  -0.20   4.33   1.23   0.55
198404  -0.56  -0.34  -1.61   1.41   0.69  -0.54
198405  -5.67  -4.73  -5.76  -3.93  -5.22  -5.58
198406   3.97   2.76   1.80   3.12   1.89   3.37
198407  -5.72  -2.63  -4.61  -3.26  -0.44  -1.40
198408  15.31  10.05   8.47  16.65  11.11   8.92
198409   1.59   0.63  -2.84   2.21   0.15  -2.06
198410  -2.85  -0.78  -0.36   0.23   0.64   0.25
198411  -3.70  -0.94  -2.01  -0.49  -0.90  -0.84
198412   2.07   1.39   1.86   3.48   2.58   2.20
198501  14.23  11.49  11.91   9.93   7.45   7.59
198502   4.04   2.57   2.07   3.20   1.05   0.33
198503  -2.25  -0.78  -2.59  -1.48   0.19   1.43
198504  -2.33  -0.34   0.56  -2.06   0.66  -0.01
198505   3.01   2.93   4.53   6.15   6.63   5.62
198506   1.05   2.11   2.49   2.19   1.65   2.02
198507   3.50   2.53   1.23   2.32  -0.73  -2.64
198508  -0.29  -0.34  -1.06   0.75  -0.38  -2.12
198509  -6.76  -4.82  -5.29  -5.10  -3.39  -2.90
198510   4.71   3.48   2.70   3.87   5.43   4.45
198511   7.30   7.26   6.54   9.33   7.17   5.39
198512   4.10   4.78   3.94   2.46   6.00   3.86
198601   3.40   2.57   1.25   0.23   1.34   0.93
198602   5.13   8.78   7.34   7.11   7.69   8.16
198603   5.26   5.72   3.13   3.86   5.89   6.47
198604   2.82   1.64   0.24   1.21  -2.11  -1.90
198605   4.92   3.50   3.70   4.98   6.52   4.25
198606  -0.41   1.40   0.94  -0.69   1.91   2.65
198607 -10.96  -7.69  -8.08  -7.38  -5.87  -4.16
198608   4.57   2.61   2.09   7.77   6.51   7.91
198609  -6.49  -5.98  -7.83  -9.07  -9.04  -7.08
198610   5.08   2.98   1.39   7.37   4.45   3.96
198611  -0.58  -0.13  -1.28   1.43   2.82   0.76
198612  -2.66  -2.46  -3.14  -2.59  -2.46  -3.21
198701  12.37  11.54  11.17  12.28  13.51  12.62
198702   6.95   7.41   9.52   4.54   4.29   4.15
198703   2.47   2.47   2.26   2.96   2.70  -0.49
198704  -3.49  -2.69  -2.89  -3.03  -1.86   0.13
198705  -0.82  -0.83  -0.42   0.68   0.66   0.80
198706   2.58   2.82   3.02   4.84   4.92   4.18
198707   2.47   3.41   3.70   5.70   4.09   4.80
198708   3.97   3.46   1.94   5.50   4.26   2.48
198709  -2.05  -0.86  -2.81  -2.39  -2.99  -0.82
198710 -29.97 -26.42 -30.56 -23.52 -19.51 -23.11
198711  -6.46  -5.33  -3.41  -6.92  -6.96  -8.35
198712  11.80   7.39   2.76   9.64   5.97   6.87
198801   8.73   5.85   0.67   7.94   5.59   0.17
198802   9.75   7.91   6.05   7.38   4.54   2.37
198803   4.47   4.24   2.53  -3.67  -2.79   0.08
198804   2.04   1.43   1.73   1.01   0.97   0.66
198805  -2.10  -1.71  -2.33   0.76   1.00  -0.17
198806   7.60   6.17   6.37   6.35   5.49   3.93
198807  -0.09  -0.22  -1.80   1.71  -1.13  -3.35
198808  -3.40  -2.31  -2.40  -4.43  -2.81  -1.53
198809   2.19   2.33   2.62   3.94   4.40   3.79
198810  -1.60  -0.26  -0.96   0.95   2.87   2.13
198811  -3.85  -2.55  -2.92  -2.10  -1.22  -1.69
198812   5.03   3.42   2.36   3.36   1.93   1.52
198901   5.37   4.59   4.39   7.68   6.65   6.55
198902   0.95   0.95   0.14  -0.82  -2.11  -2.20
198903   1.87   2.30   2.48   1.13   3.39   2.29
198904   3.88   4.11   4.44   4.35   5.54   5.19
198905   2.68   4.21   4.95   2.09   3.91   5.31
198906  -0.84  -0.77  -3.06   0.37   0.06  -1.96
198907   4.34   3.47   4.20   9.37   8.80   6.91
198908   2.66   3.08   2.38   4.30   2.91   0.90
198909   0.09   0.21   0.68   0.97   0.28  -1.99
198910  -8.67  -5.03  -4.80  -5.79  -2.15  -1.14
198911   0.09  -0.11   1.09   0.14   1.67   2.63
198912  -1.28   0.05   0.87  -0.38   2.31   2.55
199001  -8.53  -7.58  -9.53  -6.36  -6.85  -7.51
199002   4.48   1.67   2.30   0.94   1.31   2.24
199003   4.05   2.52   3.93   2.87   2.03   2.52
199004  -4.37  -2.73  -3.62  -4.20  -2.63  -0.91
199005   6.65   6.48   6.71   9.60   8.65  10.43
199006  -0.13   1.25   0.37   0.55  -1.36   0.43
199007  -4.46  -2.72  -5.18  -2.60  -0.11  -0.75
199008 -14.38 -11.97 -12.49 -11.91 -10.23  -6.77
199009 -12.47  -8.59  -6.95  -9.41  -5.62  -2.94
199010  -6.09  -5.95  -6.90  -4.76  -1.07   1.29
199011   9.49   6.30   5.74  13.20   7.36   5.16
199012   1.94   4.57   3.60   0.66   2.99   5.21
199101   8.93   6.80   9.04   3.49   4.37   7.47
199102  14.81  11.00  10.71   6.39   8.01   6.48
199103   8.27   6.36   5.56   1.47   3.29   3.21
199104   1.84   1.66   0.00   0.53   0.32  -0.80
199105   4.21   3.64   3.51   5.04   3.44   5.06
199106  -4.37  -3.39  -5.59  -2.74  -4.90  -5.71
199107   5.74   3.14   2.97   5.52   4.84   4.17
199108   2.34   3.31   5.39   1.24   2.17   4.05
199109  -0.15   0.17   1.24  -1.91  -0.95  -1.60
199110   2.60   2.06   3.78   0.90   1.59   2.24
199111  -4.80  -3.28  -5.59  -4.72  -3.69  -3.14
199112  10.30   7.27   6.92  10.61  11.64  11.97
199201  12.48   7.94   6.78   2.67  -1.28  -2.26
199202   2.04   3.09   3.13  -0.04   1.91   4.24
199203  -4.72  -2.45  -2.97  -2.44  -2.10  -2.01
199204  -6.46  -2.39  -3.46  -0.70   2.68   3.03
199205  -0.06   0.51   1.42   1.43   0.70   0.31
199206  -4.34  -3.52  -4.82  -1.35  -1.47  -2.63
199207   4.43   3.02   2.73   5.07   5.16   2.67
199208  -3.44  -2.12  -3.21  -4.01  -1.70  -1.09
199209   1.16   1.84   2.66   0.93   1.35   1.72
199210   4.65   1.92   3.25   0.83   0.24   2.55
199211   8.27   7.59   8.82   3.66   3.38   5.22
199212   4.39   4.38   2.35   2.70   0.92   2.32
199301   4.48   4.10   2.84  -1.07   1.45   1.58
199302  -4.66  -0.82  -3.10  -0.95   2.17   0.32
199303   2.21   3.31   3.26   1.57   2.96   2.39
199304  -3.11  -2.51  -3.27  -5.81  -1.70  -2.24
199305   5.68   3.56   5.13   4.62   2.31   2.26
199306   1.08   0.83  -0.21   2.67   0.32  -0.53
199307   0.64   1.26   1.69  -3.37   0.40   0.91
199308   5.58   4.10   3.29   4.63   3.25   4.46
199309   3.48   2.96   2.59   0.16  -0.42  -0.26
199310   3.41   2.80   3.19   3.64   0.88   0.01
199311  -2.58  -2.77  -3.37  -2.56  -2.36   0.98
199312   2.72   2.95   2.99   3.16   1.89   0.64
199401   4.80   2.79   2.04   3.55   2.92   2.85
199402  -0.53  -0.75  -0.84  -2.35  -2.57  -2.89
199403  -6.36  -4.49  -6.15  -4.15  -4.38  -4.56
199404  -1.20  -0.41  -0.74   0.70   1.50   0.95
199405  -0.87  -1.08  -0.88   1.44   0.88   1.31
199406  -3.75  -1.81  -2.67  -2.02  -2.29  -3.46
199407   2.49   1.76   0.71   3.69   3.44   2.64
199408   6.26   5.15   5.16   5.62   3.96   3.82
199409   0.39  -0.18   0.29  -2.83  -2.54  -1.27
199410  -0.96   0.09   0.50   1.86   2.71   0.90
199411  -4.83  -3.99  -2.84  -5.43  -3.45  -3.24
199412   0.75   1.77   0.37   1.66   1.95   0.37
199501   2.22   0.67  -2.18   3.75   2.98   0.04
199502   4.19   3.58   2.75   5.60   5.15   2.21
199503   3.05   1.39   1.89   1.19   3.45   2.60
199504   2.17   1.69   2.79   2.71   2.20   3.18
199505   0.71   2.16   2.08   3.79   3.89   3.27
199506   5.68   5.22   6.95   5.82   2.61   2.09
199507   6.25   4.10   7.97   3.10   3.27   5.83
199508   3.92   2.77   2.17   1.56   0.46   0.70
199509   1.77   1.96   2.17   3.35   4.32   4.64
199510  -7.03  -4.27  -5.25  -0.19  -1.34   0.17
199511   3.75   2.52   4.25   5.23   5.40   3.60
199512   1.73   2.25   2.38  -0.76   2.61   0.53
199601   1.19   0.26   0.43   3.70   2.92   2.32
199602   4.83   3.01   2.56   3.12   1.34   1.11
199603   2.22   2.13   2.35   0.42   1.77   0.41
199604   7.99   5.40   8.17   3.45   0.79   1.83
199605   4.91   3.67   6.20   2.04   2.55   2.85
199606  -4.88  -2.34  -5.31  -1.25   0.31  -0.35
199607 -12.16  -7.10  -8.70  -6.92  -3.92  -5.39
199608   7.94   4.34   4.73   4.06   2.94   1.97
199609   4.19   3.85   4.15   5.50   6.24   4.44
199610  -3.43  -0.65  -2.37   0.63   2.08   1.82
199611   2.02   3.84   3.36   8.52   6.85   6.87
199612   1.54   2.54   1.55  -0.77  -1.68  -1.88
199701   5.22   4.57   2.36   6.74   5.05   4.26
199702  -3.26  -0.31  -4.32   0.13   1.81  -1.32
199703  -6.44  -3.49  -5.54  -3.15  -4.08  -5.87
199704  -2.04  -1.72  -1.73   7.06   5.58   2.00
199705  15.20  10.40  13.04   9.75   6.13   6.18
199706   5.83   7.21   5.25   4.12   4.85   3.11
199707   7.40   5.71   3.19  10.05   7.78   6.63
199708   3.57   3.05   4.07  -3.63  -5.29  -3.99
199709  10.27   8.30   7.93   5.89   4.78   4.90
199710  -4.20  -2.65  -4.55  -5.37  -2.50  -3.09
199711  -3.34  -0.95  -0.96   2.58   4.59   4.27
199712  -2.28   1.54   1.33   0.07   1.99   2.56
199801   1.73  -0.73  -2.74   4.29   0.45  -1.24
199802   9.40   6.93   7.08   8.14   7.77   6.70
199803   5.55   5.15   4.38   7.51   4.27   5.02
199804   1.81   1.74   1.10   2.99   0.82   0.26
199805  -6.40  -3.91  -6.11  -2.38  -1.00  -4.08
199806  -1.02  -1.74  -0.60   1.98   4.66   4.55
199807  -7.72  -6.53  -7.79  -4.77  -1.44  -1.02
199808 -23.88 -18.70 -20.55 -17.52 -13.71 -15.53
199809  10.63   4.78   2.39   3.16   8.32   5.83
199810   9.52   3.42   2.06  17.05   7.19   4.81
199811   8.37   6.30   6.15   6.46   6.41   6.26
199812   3.67   4.27   4.59   5.94   5.73   8.36
199901   5.43   1.76   1.53  -0.51  -0.01   8.00
199902  -7.25  -6.97  -8.61  -1.61  -1.66  -4.93
199903  -0.26  -1.90   0.46   5.68   3.08   4.50
199904  10.90   6.50   9.15   6.07   5.66   2.93
199905   3.55   3.10   2.39  -2.00  -2.25  -3.06
199906   6.03   5.56   6.45   7.54   2.66   4.06
199907  -0.64  -0.53  -2.02  -1.79  -4.00  -3.19
199908  -5.13  -3.60  -1.99  -1.20  -1.60   2.12
199909  -0.95  -0.77   1.82  -1.77  -2.70  -2.84
199910  -0.07  -1.55   0.24   6.02   6.34   7.76
199911   9.57   6.01  13.92   7.11   3.90   2.43
199912   5.90   1.78  17.76  -1.15   5.04  14.91
200001   0.94  -0.96   1.79  -0.62  -3.90  -6.64
200002   5.78   6.75  25.68   0.18  -1.82   7.04
200003   4.54   2.33  -4.22  11.02  10.97   0.00
200004 -13.41  -4.05 -11.23  -9.40  -1.87  -7.64
200005 -11.48  -0.67  -2.45  -9.17  -0.58  -0.80
200006  19.08   6.41   8.38  12.90   1.34  -0.88
200007   0.73   0.55  -6.70   1.44  -0.55  -4.14
200008   8.84   5.27   6.16   7.33   6.97   9.08
200009  -8.01  -2.69  -4.97  -0.41  -3.04  -8.47
200010 -10.26  -3.81  -7.48  -4.91  -2.57   1.86
200011 -20.91  -7.09  -7.79 -20.47  -8.42  -4.38
200012   1.04   8.25   6.79  -2.68   4.38   4.76
