
     Value-Weight Dollar Returns      All 4 Data Items Not Reqd
                -- BE/ME --   --- E/P ---   --- CE/P --   ------  Yld  -----
          Mkt   High    Low   High    Low   High    Low   High    Low   Zero
199303  -0.23  -2.52   1.13  -6.75  -0.06  -7.89  -4.77  -4.59   2.56   4.29
199304  -1.51  -0.13  -3.18   3.60  -1.95   3.30  -2.52   1.37  -3.96   0.24
199305   2.06   4.77   1.26   3.62   2.90   5.91  -0.46   4.57   0.91  -2.71
199306  -3.31   1.89  -8.09  -2.25  -2.60   3.51  -4.31   4.42  -7.32  -6.08
199307   6.40   9.88   4.44  14.22   2.23  15.67   8.99   7.68   3.72   3.30
199308  10.51  12.88   7.24   5.18  12.10   2.43  13.25  16.81   7.69   5.23
199309  -2.43  -2.11  -2.80  -1.40  -2.20  -2.97  -3.95  -2.65  -2.87  -2.59
199310   7.19   4.53   7.29   8.74   7.15   7.72   8.27   9.63   7.26   7.84
199311  -3.84  -7.42  -3.05  -1.56  -4.32  -7.25  -5.09  -5.89  -2.87  -4.57
199312   7.99   6.60  11.40   6.79   9.12   9.13   5.92   3.72  11.29   5.28
199401   3.72   4.46   1.34   7.85  -0.95   9.27   6.66   5.42  -1.61  15.12
199402  -1.74  -3.00  -2.97  -2.05  -1.06  -3.63  -3.88  -3.74  -0.85   4.37
199403  -3.82  -1.92  -0.68  -1.08  -5.79  -0.45  -3.77   0.26  -6.77   0.84
199404  -2.66  -0.30  -5.30  -3.23  -3.43  -2.51  -2.59  -4.60  -2.13  -0.80
199405  -2.11  -0.11  -3.49  -0.59  -1.09  -3.39  -2.83  -2.60  -1.48  -1.35
199406   8.03   9.15   7.99   7.09  10.31   5.61   6.36   8.61  10.45   3.18
199407  -2.24  -2.27  -2.69  -0.72  -5.49  -0.63   3.11  -1.47  -4.76  -1.39
199408   2.37   0.98   3.82  -2.92   1.85  12.66   0.68   8.19  -1.06   7.96
199409  -4.34  -7.26  -4.17  -3.37  -5.01  -3.84  -4.13  -5.46  -4.79  -2.74
199410  -2.14   2.31  -0.28   0.63  -4.86   1.00   4.64   0.97  -5.52  -0.36
199411  -2.40  -1.72  -2.14  -5.55  -0.10  -5.61  -3.52  -4.61   0.53  -0.48
199412   2.60   1.60   1.51   2.43   2.87  -0.30   1.36  -0.56   4.25   5.28
199501  -3.98  -4.86  -3.39  -6.12  -4.95  -4.95  -2.12  -6.04  -4.11  -2.75
199502   4.17   4.76   2.38   3.98   2.75   8.00   7.79   6.81   2.38   9.18
199503  -0.65  -4.20  -0.96  -2.42   0.92  -1.14  -3.05  -2.53   0.52  -1.10
199504  -0.11  -1.07   1.62  -3.69   0.35   1.50   1.70   0.71  -2.34   0.82
199505   5.19   5.07   6.39   3.30   4.03   6.26   4.95   5.40   5.36   6.07
199506   1.90  -3.94   2.67  -2.80   1.90   1.54   5.80   0.33   0.85   5.45
199507   0.79   0.58   2.29   1.88   2.43   1.63  -3.50   1.71   3.15  -5.13
199508  -7.15  -6.92  -7.90  -6.63  -6.33  -7.01  -7.99  -7.27  -7.23  -7.58
199509   0.59  -0.99  -0.11  -1.23   1.91  -2.14   0.35  -1.93   0.56  -1.01
199510  -3.33  -2.05  -4.11  -2.49  -4.13  -5.89  -4.66  -5.38  -3.56  -7.05
199511  -2.60  -1.14  -1.46  -5.75  -4.92  -7.59  -4.09  -7.56  -2.94  -5.73
199512   3.85   2.68   6.48  -0.31   5.35   2.63   5.98   3.45   4.43   3.74
199601   6.33  12.39   5.25  12.98   5.15  15.59   3.21   7.35   7.86   3.94
199602  -0.65   0.19  -1.08  -1.77  -1.68  -1.46  -1.14   1.99  -1.28   0.85
199603  -0.62  -0.27  -1.59  -4.15  -0.74  -3.31  -1.51   1.21  -1.58  -3.98
199604   0.71   1.04  -0.80  -2.35  -0.29   2.93   0.41   0.67   0.37  -5.07
199605   4.43   4.24  -0.30   7.38   7.19   9.21   0.13   6.89   1.11   2.59
199606  -5.27  -5.79  -4.69  -2.50  -7.85  -2.72  -2.54  -1.36  -3.79  -8.95
199607  -1.84  -2.30  -1.51  -0.99  -2.58   2.43  -2.80  -1.04  -4.25   1.35
199608   0.09  -2.39   0.03  -2.43   1.04  -2.42   0.83  -1.56   2.01  -5.42
199609  -2.45  -1.40  -4.36   0.37  -1.43   2.14  -4.96  -2.11  -4.32  -1.47
199610   0.45   4.97   2.45   1.00  -2.24   0.15   1.15   2.30  -0.74   1.84
199611   2.43   0.45   4.08   0.44   3.94   2.66   2.69   0.80   4.74  -1.43
199612   0.59   0.10  -1.41   0.73  -0.71  -0.48   2.24   2.08  -0.50   4.30
199701  -3.14  -3.51  -1.93  -4.55  -3.20   1.02  -0.81  -1.11  -5.37   1.57
199702   0.13   2.85  -1.65   3.28  -3.01   7.83   0.62   3.59  -1.31  -1.25
199703   0.63   6.74  -0.23   1.75  -0.17   9.06  -1.05   3.16  -0.35   5.36
199704  -4.72  -3.83  -4.52  -3.23  -7.17  -3.03  -5.57  -3.24  -5.68  -6.22
199705   6.60   9.49   7.10   8.67   2.46  10.68  12.11   9.21  -0.25   5.68
199706  -2.30  -2.42  -0.49  -1.58  -6.66  -1.43  -0.24  -1.37  -5.87  -0.08
199707   4.98  13.36   4.58   5.08  -1.12   2.28   6.21   3.92   0.13  31.63
199708  -5.97  -4.53  -8.47  -2.63  -4.41 -10.15  -7.10  -6.26  -5.92  -4.18
199709   6.95   9.02   9.58   8.35   3.59  11.23  10.03   8.28   2.68   5.60
199710  -3.85  -3.24 -10.88  -4.20  -3.13  -8.49  -8.45  -7.52  -0.05  -8.26
199711  -5.75 -10.85  -4.55 -10.10  -3.65 -10.64  -5.93  -9.41  -6.34  -2.11
199712   5.33   3.63   1.67  -0.53   4.63   1.67   1.48  -1.16   5.33  -2.09
199801   3.46   6.80   0.27   1.51   3.99  -2.08  -0.43   6.05   0.48   7.35
199802   7.03  17.46   1.89  10.23   7.94   9.30  -4.07  11.62   0.45   9.63
199803   4.67   4.87   5.26   5.15   3.51   7.74   8.02   5.56   4.19  10.64
199804   5.78   4.74   5.78   4.74   9.76  -0.33   3.94   5.13   7.61   9.13
199805   7.33  10.64   1.02   5.68   7.50   7.79   2.30  12.16   0.39   5.70
199806  -7.01  -6.94  -6.41  -9.01  -7.01  -6.54  -4.50  -8.24  -5.90  -3.58
199807   1.94  -2.27   6.63  -3.64   3.82  -6.49   9.22  -2.64   7.77   4.82
199808 -15.23 -12.14 -10.68 -10.20 -15.03 -11.85 -11.84 -17.94  -8.23  -6.58
199809  -7.05  -9.97  -5.84  -5.19 -10.59  -8.61  -5.51  -4.71  -7.14  -6.27
199810   9.28   6.15   8.02   9.45  11.45   1.93   6.22  10.34   8.16   7.44
199811  -4.21  -3.50  -3.82  -0.50  -5.05  -5.41  -5.05  -4.63  -4.64  -6.46
199812   1.62   4.56   0.65   0.89   1.23   0.53   1.08   4.08   0.93   8.18
199901  -6.52 -10.04  -2.57  -5.50  -3.36  -1.30  -3.48  -6.33   0.71  -7.04
199902   4.02  14.98  -0.45   3.90  -0.20   7.15   0.88   1.46  -1.93   8.77
199903   0.13   8.15  -3.44  -4.16   0.62  -0.12  -4.16  -3.57  -1.16  -7.20
199904   4.86   5.61   0.75  10.25   1.32  11.99   2.90   7.72  -1.66  -5.08
199905 -10.47 -16.83  -9.00  -9.49  -9.51 -14.62  -9.49  -6.47 -14.28  -1.06
199906   3.76   3.80   3.68   2.13   4.79   5.09   6.50   0.24   5.68   5.29
199907   0.31  -0.52   3.21  -2.36   3.06  -7.32   2.36  -0.46   2.58   1.17
199908  -0.08   1.80  -3.22   6.04  -2.68  11.39  -3.68  -0.62  -2.71  -1.87
199909  -4.96  -6.06  -3.03  -7.71  -3.12  -4.05  -4.13  -5.94  -2.21   2.39
199910   0.27  -0.34  -2.71  -2.55   1.17  -1.35  -3.88  -6.19  -0.44  24.14
199911  -3.89   5.17  -8.15  -2.66  -9.13   2.66  -9.59  -1.32 -10.69  -6.69
199912   5.51   7.93   6.98   8.98   4.34  13.05   7.27   7.13   8.34   1.63
200001  -9.17  -8.15  -9.04  -4.11  -5.30  -1.80  -2.84   0.10 -13.44 -18.72
200002  -4.82  -6.46  -1.01  -4.85  -8.38   1.54  -6.92  -9.37  -5.09   7.17
200003   2.11   4.91  -1.35   2.94  -1.43  -0.38   5.37   2.58   8.10  -6.78
200004  -4.99  -3.16  -5.91  -2.63  -2.44  -1.21  -6.33  -7.22  -7.11  -8.50
200005   2.83  -3.22   3.60   0.28   4.75   1.90   0.39  -2.69   5.63   6.93
200006   3.25   5.01   2.53   3.99   2.06  10.34   3.06   4.94   3.44   0.81
200007  -1.39  -6.45  -2.70  -2.30  -2.04   0.20  -8.01  -5.91   7.05  -3.15
200008  -2.76  -6.94  -3.99   1.00  -6.33  -6.89   0.37   1.11  -3.99  -5.54
200009  -0.90  -4.62   0.47  -2.36  -2.84  -0.71  -0.06   1.58  -0.26  -0.11
200010  -5.74  -7.60  -8.61  -4.68  -7.13 -10.69  -5.38  -3.42  -3.67 -12.52
200011  -2.54   0.29  -0.62  -1.12   2.61  -2.54  -2.04  -3.01  -6.61   7.40
200012  12.49  12.88  12.88  10.60  13.75  19.26  11.24   7.64  14.10  16.69
200101   2.61   2.22   0.83  -1.22   0.91   2.35   1.35   1.11   4.60  -4.40
200102   6.68   3.33   8.63  11.48   5.63   0.51   8.85   3.67  11.30  -3.02
200103  -5.57  -7.34  -6.06  -5.39  -6.14  -8.13  -3.97  -7.54  -4.67 -18.01
200104   2.97   6.59   0.15   3.60   2.75   9.36  -0.65   6.07  -1.21  -9.25
200105  -6.97  -3.75 -12.89   2.16 -10.00  -2.51 -12.05  -4.57 -16.64  -8.89
200106   0.18   5.52  -1.81  -4.67  -1.46   6.29  -1.02   5.32  -6.75  -3.28
200107   6.03   4.43   7.20   7.21   7.69   5.60   5.97   4.12   9.46  -0.80
200108   1.21   0.16   0.14   0.01  -0.47   0.21  -0.82   0.10  -2.12   0.96
200109  -8.24  -9.15  -5.15 -12.40  -6.02  -6.58 -10.44 -11.59  -5.83  -0.16
200110  -3.06  11.32 -10.93  -3.95   0.40  14.89 -17.48   6.55 -13.22  -0.89
200111   5.52   6.46   0.92   4.87   4.12   6.38   6.24   7.33   0.84   0.37
200112   1.27   0.68   2.65   0.63   0.93   0.00   3.11   0.61   2.97   2.26
200201  -0.38  -1.97  -0.57  -0.55   0.51   4.66  -0.02   1.09  -0.44  -0.86
200202   2.80   5.80  -0.73   2.64   1.94  11.30  -1.09   7.78   0.77  -2.21
200203   5.56   4.22   2.76  10.21   2.36   3.33   2.70   5.72   2.01   1.58
200204   6.60   8.11   4.58   2.09   6.49  16.28   4.83   7.55   4.54   2.25
200205   1.54   1.62   2.22  -2.18   2.63   3.50   1.46   4.32   2.51   3.91
200206   1.29   1.06   0.67   5.98   3.69  -0.82   0.06  -1.14   5.06  -5.57
200207  -6.77 -13.53  -2.12 -13.40  -7.22 -11.62  -3.35 -15.49  -6.70   4.67
200208  -1.32   1.06  -3.51   4.53  -5.58   2.42  -3.79   5.10  -6.26  -0.10
200209  -3.74  -7.67  -3.45  -5.27   0.78   2.07  -3.99  -2.69   0.16  -7.25
200210   0.33   3.81  -1.84  11.15  -2.42   2.29  -1.45   1.85  -2.27  -0.94
200211   2.76  -0.93   7.91  -4.67   2.90   4.09   9.03   0.77   2.36  16.30
200212  11.03   4.51  10.42  11.39   9.89  16.17   9.89  10.79   9.47  11.15
200301   3.72   5.25   2.62   4.58   6.21   5.29   1.18   2.50   4.19   2.46
200302   0.80  -0.23   1.09   6.27   0.09  -0.16   1.38   1.93  -0.74   1.50
200303   1.70   4.11   1.20   0.92   1.55   4.79   0.09   1.51   1.80  -2.15
200304   7.05  10.47   5.09   9.11   8.68  11.92   2.23   9.97   2.75   1.52
200305   7.11  14.34   8.34  -1.78  13.04  16.09   2.23   1.31   3.77   8.33
200306   1.80   3.12   2.10   4.09  -0.84   4.91   1.07   4.76  -0.50   1.77
200307  -1.31   2.98  -2.07  -3.12  -1.20   2.67  -2.48  -0.40  -2.05  -2.11
200308  -0.65  -4.32  -0.74   0.95  -0.89  -3.69  -2.41   0.95  -2.31  -4.83
200309   4.88  -2.28   5.67   2.15   6.47  -4.54   3.97   2.10   5.02   2.72
200310   3.12   0.88   3.22   6.15   0.35  -0.88   0.62   3.28   0.76   0.14
200311   7.59   8.90   6.16  10.89   8.33   7.77  10.13  11.33   7.84   8.13
200312   8.52   5.78   9.44   5.24  11.31   5.78   8.95   5.83  14.37   6.84
200401   9.49  13.87   6.80   7.63  10.32  10.73   5.51   9.18   6.87  11.42
200402   3.00  -3.18   8.22   3.46   1.94   2.81  10.12   3.67   9.20   3.19
200403   3.29   0.32   4.06   9.66  -0.62  10.47   1.83   8.78   4.00   0.25
200404   1.37   4.49   1.66  -2.62   0.15  -2.08   4.12  -2.83   1.98   1.58
200405  -0.56   0.32   1.25  -2.25  -3.02  -2.12   1.77  -0.87   1.78  -2.95
200406   4.99   4.64   2.77   9.41   5.13  10.29   4.77   7.63   2.34   7.58
200407   1.13  -0.70  -0.07   5.67   0.40   5.97   1.78   4.89   0.12   0.56
200408   0.11   6.27  -1.50   3.69  -6.65   4.26  -0.48   3.03  -1.63  -5.62
200409   4.78   9.95   4.62   4.59   1.27   2.75  -0.92   4.62   4.39  -0.07
200410   5.87   3.96   7.35   3.66   6.67   3.97   9.33   4.29   7.99   6.96
200411  12.26  16.67  10.79  14.30   9.70  13.92   6.26  13.44  10.18  11.45
200412   7.93   6.33   6.71  11.79   9.18  11.07   8.44  10.43   6.69   8.67
200501  -1.87   0.02  -3.21   2.68  -0.34   1.57  -3.04  -1.17  -3.90  -1.18
200502   9.26   7.40   8.29  10.39   5.13   9.99   6.76   9.32   8.11   1.18
200503  -4.39  -5.95  -3.78  -7.66  -3.03  -7.77  -5.33  -7.97  -3.65  -3.32
200504  -3.87  -5.52  -1.54  -4.23  -1.26  -5.73   4.37  -7.40  -4.75  -1.95
200505   3.01  -0.05   0.11   9.62  -3.07   9.61   1.77   0.71  -1.09  -2.38
200506   6.95   2.89   4.31  18.53   4.12  18.86   5.30   3.06   3.18   0.30
200507   3.83   3.02   4.02   7.14   3.09   6.45   6.03   3.68   2.58   1.17
200508   7.87   5.90   8.35  14.07   4.32  15.37  10.77   0.06   6.21   4.77
200509   1.43   7.26  -1.92   7.81  -3.42   8.13   2.32   2.47  -4.22  -1.24
200510  -4.48  -5.00  -3.33  -8.79   0.39  -8.40  -6.93  -4.79  -0.56  -1.54
200511   2.44   3.52   2.73   2.54   4.44   4.34  -2.34   4.95   4.67  -1.33
200512   5.09   2.54   5.50   5.29   1.24   5.62   9.78   5.90   2.52   0.38
200601  12.08   9.75   9.42  12.63  12.29  13.26  18.16  11.94  15.79   8.48
200602   0.82  -0.44   5.03   1.04   3.25   0.48   3.50   0.65  -1.21   8.49
200603   3.61   8.80  -0.43  13.05   0.06  16.67  -0.97  12.44   1.90   2.51
200604   4.72   4.84   4.70   5.52   4.69   4.16   8.97   4.75   4.21   3.05
200605  -6.76  -1.37  -5.76  -4.55  -4.86  -3.95  -3.84  -4.99  -8.00  -2.92
200606   1.70   2.89   1.69   1.58   2.31   4.84   3.99   1.23   1.93   3.20
200607   1.01   0.08   0.84  -2.25   0.63  -2.37   1.22  -1.36   2.09   0.35
200608   1.29   1.99   4.76   2.38   5.02   2.71   2.24   2.87  -2.39   3.65
200609   2.74   5.93   4.05   6.23   3.77  10.35  -2.80   4.34  -1.36  12.21
200610   5.65   6.78   5.05  11.39   3.01  12.32   4.43  10.93   5.81   5.29
200611   3.83   6.75   4.57   4.68   4.04   6.26   2.75   3.62   2.12   4.44
200612   9.09  10.04   9.99  11.83  10.53  12.41   6.91  10.65   5.78  21.40
200701   0.05   2.87  -1.38  -1.71  -0.90  -0.61  -1.44  -0.98   0.87   5.55
200702  -3.22   3.04  -9.32   4.01  -6.92   0.27  -4.18  -1.13  -5.17   1.58
200703   7.24   4.38   4.60  16.21   4.81   9.71   4.93   9.14   7.22   5.64
200704   4.50   0.45   8.01   1.15   3.75   3.15   5.84   8.18   0.25   0.39
200705   2.29   1.93   4.47   3.05   5.38   2.17   2.41  -0.06   4.33   0.67
200706  -0.87  -3.84  -2.90   5.13  -2.56   1.75  -4.97  -1.87   3.87  -5.77
200707  -4.47 -11.54  -2.72  -3.19  -7.03  -3.21  -8.87  -3.58  -2.67 -12.25
200708  -3.12  -8.13  -2.01  -2.13  -5.16  -0.88  -4.73   0.62  -4.79  -8.51
200709   3.36  -6.74   5.20   6.33   2.28   4.86   2.80   3.47   3.97  -8.22
200710   8.46   6.80  11.89   7.52  10.41   8.80   8.94   8.55   8.30   4.64
200711  -5.86  -7.39  -0.98  -9.38  -2.52  -7.36  -3.09  -3.34  -8.99  -9.55
200712   0.13   0.78  -2.32   5.79  -2.59   4.23   0.17   4.06  -4.45  -1.24
200801  -9.67  -9.47 -11.22  -6.92  -9.10  -8.37 -11.34  -6.97 -14.48 -12.91
200802   3.63   5.97   1.78   4.07   6.89   1.50   4.30  -1.38   7.61   3.97
200803   1.31   0.39   1.82   0.42   0.41   1.45   0.93   2.77   2.55   1.60
200804   7.51   3.91  12.03   5.33   3.40   7.36   6.66   9.25  10.63   6.47
200805   2.26   1.21   1.95   4.51   3.74   3.53   4.91   1.50   0.17   3.91
200806  -7.70  -6.50  -4.97  -3.51  -6.37  -8.74  -5.39  -7.06  -9.47  -5.54
200807  -7.67 -10.90  -8.42 -13.56  -7.74  -7.71  -8.91 -11.73  -2.62 -10.92
200808  -6.78  -7.34  -7.43  -8.13  -5.36  -5.89  -5.59  -4.24  -8.43  -6.58
200809 -26.15 -33.63 -26.52 -36.00 -21.99 -28.96 -23.03 -25.11 -23.29 -31.86
200810 -34.38 -33.11 -36.61 -27.94 -36.61 -33.45 -35.67 -29.09 -39.93 -39.78
200811 -10.34 -17.41  -6.76 -17.20  -5.63 -11.86 -10.24  -5.07  -8.12 -16.52
200812   8.38  15.16   6.90   4.62  12.67   4.81  14.18   7.71   4.86  21.00
200901  -8.06 -15.79  -5.99  -9.67  -5.12  -9.04  -9.80  -1.19 -12.94   5.06
200902 -13.27 -21.82  -8.35 -17.39  -3.54 -16.76  -6.74 -12.07 -14.03 -12.07
200903  17.82  31.00  10.78  30.20   6.42  28.03   7.55  13.70  16.30  14.84
200904  10.69  31.20  -0.93  18.66  -4.20  17.77   3.88   2.28   4.68  20.51
200905  16.90  16.67  15.83  21.98  11.16  21.96  16.19  26.20  14.84  12.34
200906  -2.43  -1.52  -0.57  -3.66  -0.65  -3.58  -3.01  -4.50  -3.61  -1.27
200907   7.22  16.30   0.18  14.99   2.51  14.60   1.53   3.71   0.75   6.31
200908  14.35  27.33   5.13  19.32   4.60  19.17   1.94  11.51   7.01  29.12
200909   7.49  11.48   4.23  11.00   5.16  10.41   4.35   5.33   1.17  14.82
200910  -5.19  -8.67  -3.73  -6.76  -5.92  -6.93  -5.36  -3.36  -5.24  -9.82
200911   1.89   3.14   2.02   3.72   1.25   3.13   0.01   2.92   1.03   6.93
200912  -4.18  -5.87  -6.60  -3.48  -7.24  -3.55  -2.17  -2.02  -3.58  -7.74
201001  -4.44  -6.21  -1.86  -6.77  -0.84  -4.67  -1.66  -5.18  -3.15  -3.46
201002  -3.42  -3.47  -3.61  -4.76  -3.33  -4.33  -4.12  -1.18  -4.37  -4.81
201003   6.08   8.40   4.95   4.45   6.73   7.56   2.15   7.85   6.34  10.44
201004   1.37   3.79  -0.32  -2.68   7.18   0.67   1.40  -3.55   5.17   3.36
201005 -15.10 -16.39 -12.27 -15.08 -17.62 -15.17 -14.89 -11.76 -15.58 -17.47
201006  -4.68  -5.02  -3.98  -5.33  -7.62  -7.83  -0.09  -4.25  -6.89  -7.61
201007  14.69  13.57  13.58  14.84  17.90  17.59  13.52  13.17  16.89  16.32
201008  -5.31  -5.72  -4.22  -5.23  -7.63  -6.67  -5.59  -0.89  -7.50  -8.38
201009  12.97  13.29  14.72  13.75  12.23  15.06  10.91  13.84  11.62  16.59
201010   7.16   5.04   5.89   8.63  10.10   8.82   6.45   2.83  12.48   4.26
201011  -9.08 -11.04  -4.31  -9.87  -9.79  -9.67  -3.60  -8.91 -10.42  -9.18
201012  15.88  17.77   9.91  18.02  16.06  16.58  10.70  13.02  16.48  11.97
201101   2.23   5.03  -3.38   5.40  -2.02   4.61  -0.65   2.61   2.21   1.92
201102   1.45   3.34   1.78   1.13   3.21  -0.55   0.90  -1.08   2.43  -0.60
